w,y,square_meters,bathrooms_number,lift,rooms_number,other_features,total_floors_in_building,car_parking,availability,condominium_fees,year_of_construction,conditions,zone,floor,heating_centralized,energy_efficiency_class
1,221000,47,1,yes,1,electric gate | optic fiber | video entryphone | alarm system | security door | terrace | centralized tv system | cellar | shared garden | window frames in triple glass / pvcdouble exposure,4,1 in garage/box,available,100,2024,new / under construction,ponte nuovo,3,independent,a
1,470000,100,1,yes,2,electric gate | optic fiber | video entryphone | alarm system | security door | internal exposure | closet | centralized tv system | partially furnished | shared garden | window frames in double glass / pvc,5,1 in garage/box,NA,210,1970,excellent / refurbished,navigli - darsena,ground floor,central,NA
1,419000,85,1,yes,2,electric gate | optic fiber | video entryphone | security door | closet | balcony | terrace | half-day concierge | centralized tv system | partially furnished | cellar | shared garden | window frames in double glass / pvcdouble exposure,6,1 in garage/box,available,250,2014,excellent / refurbished,martini - insubria,3,independent,b
1,232000,44,1,no,2,optic fiber | security door | centralized tv system | partially furnished | window frames in glass / pvcdouble exposure,3,no,available,80,1940,excellent / refurbished,ripamonti,1,independent,g
1,1070000,182,2,yes,5+,optic fiber | video entryphone | security door | balcony | full day concierge | centralized tv system | cellar | window frames in glass / wood | double exposure,7,no,available,650,1970,to be refurbished,dezza,1,central,e
1,370000,74,1,yes,2,electric gate | tavern | optic fiber | security door | closet | centralized tv system | cellar | private garden | double exposure,5,no,available,50,1970,excellent / refurbished,san siro,mezzanine,independent,f
1,298000,61,1,yes,2,electric gate | optic fiber | video entryphone | security door | external exposure | full day concierge | centralized tv system | cellar | shared garden | window frames in double glass / pvc,8,no,available,170,1960,good condition / liveable,bande nere,7,central,g
1,1050000,200,3,no,4,optic fiber | security door | balcony | centralized tv system | private garden | window frames in double glass / wood | double exposure,4,no,available,No condominium fees,1980,good condition / liveable,monte rosa - lotto,ground floor,independent,g
1,270000,75,1,no,2,balcony | furnished | cellar,4,no,NA,125,1900,good condition / liveable,casoretto,1,NA,g
1,745000,103,2,yes,4,electric gate | optic fiber | video entryphone | alarm system | security door | balcony | centralized tv system | cellar | shared garden | window frames in double glass / metal | double exposure,8,no,available,No condominium fees,2025,new / under construction,bande nere,5,central,a
1,1450000,172,3,yes,4,hydromassage | electric gate | fireplace | optic fiber | video entryphone | security door | closet | balcony | terrace | full day concierge | centralized tv system | furnished | cellar | shared garden | window frames in double glass / wood | double exposure,6,1 in garage/box,available,250,1970,excellent / refurbished,paolo sarpi,3,central,d
1,265000,105,2,yes,4,optic fiber | video entryphone | security door | balcony | centralized tv system | partially furnished | shared garden | window frames in double glass / metal | double exposure,5,1 in shared parking,available,108,1990,good condition / liveable,quinto romano,5,independent,g
1,439000,85,3,yes,3,electric gate | attic | optic fiber | video entryphone | alarm system | security door | closet | balcony | centralized tv system | cellar | window frames in double glass / pvcdouble exposure,1 floor,no,NA,140,2008,good condition / liveable,tripoli - soderini,1,independent,e
1,167000,31,1,yes,1,optic fiber | security door | internal exposure | closet | centralized tv system | furnished | window frames in double glass / metal,6,no,available,75,1960,excellent / refurbished,casoretto,3,central,f
1,495000,110,2,yes,3,electric gate | optic fiber | video entryphone | alarm system | security door | closet | balcony | terrace | half-day concierge | single tv system | furnished | cellar | shared garden | window frames in double glass / pvcdouble exposure,4,1 in garage/box,available,200,2023,excellent / refurbished,precotto,1,independent,a
1,850000,163,3,yes,4,electric gate | optic fiber | video entryphone | security door | balcony | terrace | full day concierge | centralized tv system | shared garden | window frames in double glass / metal | double exposure,5,1 in garage/box,available,333,2010,excellent / refurbished,bande nere,4,independent,a
1,800000,128,2,yes,4,hydromassage | electric gate | tavern | optic fiber | video entryphone | alarm system | security door | closet | half-day concierge | single tv system | partially furnished | cellar | window frames in double glass / pvcdouble exposure,4,no,available,120,1920,excellent / refurbished,quadronno - crocetta,ground floor,independent,e
1,225000,43,1,no,1,balcony,NA,no,available,No condominium fees,NA,new / under construction,barona,ground floor,central,a
1,300000,172,3,no,4,video entryphone | security door | balcony | private garden | window frames in double glass / wood,2,no,available,100,NA,excellent / refurbished,muggiano,ground floor,independent,e
1,385000,55,1,no,2,electric gate | fireplace | optic fiber | centralized tv system | furnished | cellar | window frames in glass / wood | double exposure,4,no,available,200,1900,good condition / liveable,ticinese,2,central,g
1,221000,62,1,yes,2,optic fiber | balcony | full day concierge | centralized tv system | window frames in glass / wood,6,no,available,NA,1960,to be refurbished,san siro,5,central,g
1,359000,75,1,yes,3,optic fiber | security door | internal exposure | balcony | centralized tv system | partially furnished | shared garden | window frames in double glass / pvc,7,1 in garage/box,available,160,1970,excellent / refurbished,vigentino - fatima,4,central,e
1,295000,53,1,yes,2,electric gate | optic fiber | video entryphone | security door | external exposure | balcony | half-day concierge | centralized tv system | furnished | cellar | shared garden | window frames in double glass / wood,6,no,available,150,1930,excellent / refurbished,casoretto,2,central,e
1,380000,65,1,no,2,security door | balcony | furnished | cellar | shared garden | window frames in glass / wood | double exposure,2,1 in shared parking,available,NA,NA,good condition / liveable,monte rosa - lotto,2,central,g
1,1040000,80,1,yes,2,electric gate | optic fiber | security door | external exposure | closet | balcony | full day concierge | centralized tv system | partially furnished | cellar | window frames in double glass / wood,7,no,available,350,1940,excellent / refurbished,guastalla,2,central,NA
1,210000,60,1,no,2,balcony,4,no,available,100,NA,good condition / liveable,parco trotter,3,independent,e
1,680000,165,2,yes,4,internal exposure | closet | centralized tv system | shared garden | window frames in double glass / pvc,3,1 in garage/box,available,125,1965,excellent / refurbished,corso san gottardo,ground floor,independent,NA
1,469000,85,1,yes,3,electric gate | optic fiber | video entryphone | security door | balcony | centralized tv system | furnished | cellar | window frames in double glass / pvcdouble exposure,6,no,available,250,1970,excellent / refurbished,casoretto,4,central,d
1,590000,75,1,yes,2,security door | balcony | centralized tv system | furnished | cellar | window frames in glass / wood | double exposure,4,no,NA,342,1950,good condition / liveable,carrobbio,1,central,f
1,235000,48,1,yes,2,attic | optic fiber | video entryphone | security door | internal exposure | balcony | full day concierge | centralized tv system | furnished | shared garden | window frames in double glass / metal,5,no,available from 19/03/2024,167,1960,good condition / liveable,san siro,mezzanine,central,f
1,270000,30,1,yes,1,optic fiber | security door | full day concierge | furnished | window frames in double glass / pvc,7,no,NA,NA,1970,excellent / refurbished,centrale,1,central,e
1,690000,156,2,yes,3,electric gate | tavern | optic fiber | video entryphone | security door | internal exposure | full day concierge | centralized tv system | partially furnished | shared garden | window frames in double glass / pvc,2,no,available,No condominium fees,2024,new / under construction,barona,ground floor,central,a
1,599000,108,1,yes,3,electric gate | optic fiber | video entryphone | security door | balcony | full day concierge | centralized tv system | partially furnished | cellar | shared garden | double exposure,7,no,available,250,1930,good condition / liveable,zara,7,central,NA
1,395000,90,1,yes,3,optic fiber | video entryphone | alarm system | security door | closet | balcony | half-day concierge | centralized tv system | cellar | shared garden | window frames in double glass / metal | double exposure,9,no,available,230,NA,good condition / liveable,monte stella,6,central,f
